epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,4702.84,1.60414,1.0238,1.1098,0.7865,0.6718,0.75184,0.45427,1.68426,1.05974,1.19089,0.000636762,0.000636762,0.000636762
30,4793.65,1.61899,1.02372,1.1255,0.77569,0.68963,0.76053,0.46183,1.68287,1.04961,1.2169,0.000608468,0.000608468,0.000608468
31,4885.09,1.60427,0.99487,1.11963,0.68326,0.71943,0.74561,0.46014,1.66522,1.056,1.19494,0.000580174,0.000580174,0.000580174
32,4976.1,1.59836,0.99384,1.1219,0.76036,0.68026,0.74758,0.46599,1.677,1.04961,1.18885,0.00055188,0.00055188,0.00055188
33,5067.24,1.57788,1.00525,1.10415,0.69815,0.73772,0.74624,0.46561,1.65848,1.03368,1.17511,0.000523586,0.000523586,0.000523586
34,5155.42,1.57166,1.01372,1.10502,0.732,0.68679,0.74396,0.46863,1.67033,1.05333,1.20104,0.000495291,0.000495291,0.000495291
35,5243.34,1.57272,0.98127,1.09091,0.73909,0.70676,0.75501,0.46279,1.67472,1.04198,1.1951,0.000466997,0.000466997,0.000466997
36,5331.72,1.59869,0.99062,1.11514,0.72519,0.69374,0.73641,0.45705,1.66382,1.04619,1.19377,0.000438703,0.000438703,0.000438703
37,5418.68,1.54421,0.97709,1.09729,0.72002,0.67122,0.74271,0.46049,1.66216,1.03017,1.1901,0.000410409,0.000410409,0.000410409
38,5505.76,1.55144,0.95467,1.1087,0.79396,0.65749,0.76434,0.47178,1.67199,1.03364,1.19891,0.000382115,0.000382115,0.000382115
39,5593.39,1.54032,0.95547,1.09626,0.73047,0.7208,0.7681,0.4759,1.67041,1.00503,1.1886,0.00035382,0.00035382,0.00035382
40,5680.67,1.53335,0.92072,1.09224,0.75269,0.69101,0.76008,0.4796,1.64948,1.00746,1.17264,0.000325526,0.000325526,0.000325526
41,5766.29,1.53545,0.95479,1.10118,0.72224,0.70839,0.74289,0.46602,1.64195,1.04091,1.18079,0.000297232,0.000297232,0.000297232
42,5851.82,1.52521,0.93477,1.10153,0.7382,0.66899,0.7315,0.45955,1.65278,1.05212,1.19064,0.000268938,0.000268938,0.000268938
43,5937.54,1.51349,0.93632,1.10007,0.76784,0.64676,0.74208,0.46339,1.65593,1.03475,1.18457,0.000240644,0.000240644,0.000240644
44,6023.07,1.49028,0.90525,1.08727,0.70688,0.71503,0.75322,0.47866,1.63821,0.99863,1.1751,0.000212349,0.000212349,0.000212349
45,6108.75,1.49248,0.90974,1.08893,0.70706,0.74396,0.75498,0.469,1.64118,1.00147,1.18245,0.000184055,0.000184055,0.000184055
46,6188.45,1.48349,0.88521,1.08167,0.71056,0.71688,0.75459,0.47155,1.64004,0.99455,1.18024,0.000155761,0.000155761,0.000155761
47,6266.11,1.5071,0.93158,1.09443,0.69597,0.74135,0.76098,0.47876,1.64349,0.97949,1.18132,0.000127467,0.000127467,0.000127467
48,6343.32,1.4542,0.87501,1.07742,0.72586,0.72572,0.76333,0.47658,1.6359,0.97623,1.1828,9.91726e-05,9.91726e-05,9.91726e-05
49,6423.25,1.48074,0.86616,1.08036,0.74023,0.72878,0.7628,0.47622,1.62924,0.9755,1.17447,7.08784e-05,7.08784e-05,7.08784e-05
50,6507.73,1.46208,0.87565,1.08943,0.74382,0.73102,0.7642,0.48009,1.63535,0.97688,1.17795,4.25842e-05,4.25842e-05,4.25842e-05
