epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,2267.21,1.62716,1.07252,1.122,0.68318,0.67286,0.71176,0.4238,1.71318,1.10322,1.20462,0.00118378,0.00118378,0.00118378
28,2347.42,1.61898,1.09748,1.13889,0.74354,0.63346,0.71983,0.44126,1.66698,1.1192,1.20036,0.00117435,0.00117435,0.00117435
29,2427.1,1.63265,1.05545,1.12435,0.722,0.641,0.72028,0.43052,1.73114,1.10312,1.21661,0.00116492,0.00116492,0.00116492
30,2508.26,1.6559,1.06186,1.14154,0.69418,0.6829,0.71645,0.42253,1.7382,1.12842,1.23553,0.00115549,0.00115549,0.00115549
31,2588.31,1.64265,1.03434,1.13067,0.67879,0.68351,0.71922,0.45058,1.65541,1.05028,1.18318,0.00114606,0.00114606,0.00114606
32,2669.29,1.63022,1.02411,1.13022,0.74827,0.65547,0.73402,0.45422,1.66498,1.05139,1.18032,0.00113663,0.00113663,0.00113663
33,2748.83,1.60564,1.0404,1.1183,0.72388,0.64149,0.71904,0.44449,1.66116,1.07138,1.18151,0.0011272,0.0011272,0.0011272
34,2828.3,1.59743,1.04478,1.11387,0.5912,0.74331,0.70774,0.44524,1.65271,1.08199,1.18722,0.00111776,0.00111776,0.00111776
35,2909.65,1.6119,1.00345,1.10578,0.70338,0.70643,0.74157,0.45765,1.67036,1.0521,1.19993,0.00110833,0.00110833,0.00110833
36,2990.46,1.63542,1.02109,1.13267,0.68999,0.7275,0.73553,0.45812,1.67336,1.07269,1.19836,0.0010989,0.0010989,0.0010989
37,3070.01,1.59159,1.00819,1.11706,0.69834,0.6688,0.72254,0.44928,1.6965,1.08447,1.22073,0.00108947,0.00108947,0.00108947
38,3149.22,1.59508,1.01038,1.13158,0.72214,0.66557,0.73652,0.42903,1.7513,1.09707,1.24775,0.00108004,0.00108004,0.00108004
39,3229.45,1.5943,0.99764,1.11664,0.68285,0.7095,0.72231,0.44072,1.6953,1.11099,1.20044,0.00107061,0.00107061,0.00107061
40,3310.36,1.58226,0.97289,1.11484,0.76891,0.67377,0.7601,0.46958,1.68002,1.03739,1.18852,0.00106118,0.00106118,0.00106118
41,3390.21,1.57933,0.97118,1.1013,0.6939,0.6856,0.73104,0.44832,1.67488,1.02471,1.19514,0.00105174,0.00105174,0.00105174
42,3470.46,1.59721,0.98942,1.1233,0.68232,0.69414,0.73064,0.4494,1.66333,1.02851,1.18483,0.00104231,0.00104231,0.00104231
43,3551.15,1.56258,0.94781,1.09956,0.65412,0.73456,0.72163,0.4459,1.67118,1.02498,1.18865,0.00103288,0.00103288,0.00103288
44,3631.41,1.55742,0.94352,1.10989,0.67272,0.67118,0.7099,0.43785,1.67125,1.03385,1.19853,0.00102345,0.00102345,0.00102345
45,3712.1,1.58545,0.95355,1.10754,0.70614,0.71596,0.75133,0.45911,1.66022,1.01349,1.19588,0.00101402,0.00101402,0.00101402
46,3792.51,1.59734,0.93888,1.10457,0.72766,0.69966,0.74804,0.46472,1.66371,1.01881,1.19495,0.00100459,0.00100459,0.00100459
47,3873.46,1.55977,0.94682,1.10654,0.68978,0.6869,0.7356,0.45071,1.65167,1.01624,1.19151,0.000995156,0.000995156,0.000995156
48,3953.31,1.55596,0.9252,1.096,0.6874,0.70793,0.74125,0.45695,1.65585,0.99786,1.19581,0.000985724,0.000985724,0.000985724
49,4032.73,1.53209,0.90066,1.09256,0.78022,0.61433,0.73017,0.44639,1.68532,1.04903,1.21424,0.000976293,0.000976293,0.000976293
50,4112.17,1.53824,0.92599,1.0943,0.67873,0.75789,0.75171,0.45886,1.65642,1.0252,1.19929,0.000966861,0.000966861,0.000966861
51,4193.27,1.57529,0.92406,1.11522,0.67836,0.7178,0.7391,0.45005,1.67393,1.02831,1.21509,0.00095743,0.00095743,0.00095743
52,4272.7,1.55458,0.91757,1.09621,0.72454,0.71724,0.76453,0.47243,1.68548,0.99102,1.18568,0.000947999,0.000947999,0.000947999
53,4352.53,1.53437,0.91355,1.10034,0.75659,0.66035,0.74863,0.46551,1.65368,1.00403,1.19504,0.000938567,0.000938567,0.000938567
54,4432.66,1.53973,0.91772,1.08947,0.6723,0.70234,0.73416,0.45249,1.66787,0.99586,1.19401,0.000929136,0.000929136,0.000929136
55,4511.96,1.53115,0.89182,1.08842,0.66293,0.68813,0.7167,0.44462,1.63769,1.0007,1.17963,0.000919704,0.000919704,0.000919704
56,4591.27,1.51056,0.90629,1.0896,0.76541,0.64777,0.74053,0.44544,1.69028,1.00464,1.2129,0.000910273,0.000910273,0.000910273
57,4670.89,1.55157,0.8953,1.10786,0.70421,0.69855,0.75408,0.46819,1.67987,1.00068,1.1908,0.000900842,0.000900842,0.000900842
58,4750.06,1.54723,0.89144,1.09425,0.68114,0.69925,0.72088,0.44144,1.66917,1.02341,1.19996,0.00089141,0.00089141,0.00089141
59,4829.86,1.54331,0.88718,1.09415,0.67148,0.75401,0.74982,0.46934,1.65536,0.96885,1.19322,0.000881979,0.000881979,0.000881979
60,4909.39,1.49313,0.89434,1.0792,0.71863,0.68795,0.72643,0.4432,1.68619,0.99156,1.19808,0.000872547,0.000872547,0.000872547
61,4988.51,1.54217,0.89658,1.09918,0.69671,0.64787,0.69938,0.42187,1.66721,1.00599,1.201,0.000863116,0.000863116,0.000863116
62,5068.85,1.4959,0.87719,1.07931,0.711,0.68096,0.72882,0.4523,1.66741,1.01713,1.19962,0.000853685,0.000853685,0.000853685
63,5147.99,1.5158,0.8822,1.08693,0.74572,0.66612,0.74103,0.45558,1.65757,0.97985,1.19248,0.000844253,0.000844253,0.000844253
64,5227.15,1.51931,0.88481,1.09254,0.70357,0.6712,0.73931,0.44967,1.6581,0.98639,1.18981,0.000834822,0.000834822,0.000834822
65,5306.36,1.50301,0.87584,1.09378,0.6802,0.68895,0.73644,0.44378,1.67754,0.99582,1.21001,0.00082539,0.00082539,0.00082539
66,5385.7,1.49721,0.85288,1.08191,0.63418,0.69894,0.73384,0.45009,1.66751,1.02628,1.18539,0.000815959,0.000815959,0.000815959
67,5465.1,1.48399,0.85466,1.07347,0.7269,0.67015,0.73984,0.44788,1.66954,0.99199,1.21415,0.000806528,0.000806528,0.000806528
68,5545.36,1.51998,0.84796,1.08151,0.67448,0.74416,0.7323,0.43916,1.68822,1.00798,1.22505,0.000797096,0.000797096,0.000797096
69,5624.81,1.47481,0.85203,1.08387,0.65389,0.74008,0.73618,0.45487,1.66413,0.96537,1.19665,0.000787665,0.000787665,0.000787665
70,5705.1,1.48439,0.84301,1.07265,0.63714,0.72113,0.71989,0.44467,1.67836,1.014,1.20215,0.000778233,0.000778233,0.000778233
71,5788.88,1.48967,0.8558,1.08073,0.7362,0.66943,0.73816,0.46766,1.64383,0.99189,1.18177,0.000768802,0.000768802,0.000768802
72,5868.32,1.48226,0.83251,1.07021,0.7067,0.70148,0.74582,0.46855,1.63435,0.97109,1.18327,0.000759371,0.000759371,0.000759371
73,5948.52,1.46944,0.83164,1.06664,0.70318,0.682,0.73945,0.45932,1.65862,0.96519,1.19341,0.000749939,0.000749939,0.000749939
74,6028.62,1.44564,0.80593,1.05036,0.73574,0.60172,0.70663,0.43199,1.65626,1.00417,1.20388,0.000740508,0.000740508,0.000740508
75,6107.83,1.47426,0.83088,1.06809,0.64332,0.68009,0.71995,0.43173,1.67443,1.06773,1.21792,0.000731076,0.000731076,0.000731076
76,6187.92,1.48965,0.82612,1.08103,0.67308,0.7183,0.74088,0.45715,1.66069,1.0068,1.19248,0.000721645,0.000721645,0.000721645
77,6267.8,1.4609,0.8325,1.0802,0.67804,0.71012,0.73811,0.45626,1.66268,0.98211,1.20728,0.000712214,0.000712214,0.000712214
78,6347.6,1.46698,0.81715,1.06235,0.67693,0.71275,0.72735,0.45333,1.68615,0.9752,1.19644,0.000702782,0.000702782,0.000702782
79,6427.03,1.45204,0.78289,1.06234,0.68912,0.69782,0.71995,0.4462,1.6814,0.97745,1.19504,0.000693351,0.000693351,0.000693351
80,6506.75,1.45947,0.79952,1.06433,0.713,0.71336,0.73142,0.44529,1.68155,0.98274,1.21721,0.000683919,0.000683919,0.000683919
81,6585.86,1.43772,0.79365,1.05337,0.66853,0.69574,0.7087,0.44616,1.66297,0.99051,1.19052,0.000674488,0.000674488,0.000674488
82,6665.13,1.47429,0.80751,1.06278,0.73648,0.66687,0.70494,0.43514,1.65816,1.00054,1.18991,0.000665057,0.000665057,0.000665057
83,6744.37,1.42483,0.8161,1.05507,0.66122,0.69845,0.72338,0.44195,1.65431,0.97313,1.19845,0.000655625,0.000655625,0.000655625
84,6824.1,1.43785,0.77628,1.0632,0.74655,0.66247,0.72749,0.44687,1.67737,0.96759,1.20481,0.000646194,0.000646194,0.000646194
85,6905.57,1.41203,0.76855,1.04616,0.71189,0.66762,0.72713,0.45141,1.66959,0.98447,1.20415,0.000636762,0.000636762,0.000636762
86,6985.6,1.43006,0.77741,1.05615,0.74903,0.63073,0.70644,0.43282,1.68336,0.98337,1.19604,0.000627331,0.000627331,0.000627331
87,7065.43,1.43152,0.77945,1.05984,0.68065,0.7095,0.71357,0.44807,1.66407,0.99849,1.20037,0.0006179,0.0006179,0.0006179
88,7145.33,1.42602,0.77948,1.04792,0.62017,0.72293,0.71382,0.43742,1.69749,1.02147,1.23588,0.000608468,0.000608468,0.000608468
89,7225.53,1.45909,0.80007,1.06054,0.70407,0.73062,0.73628,0.4607,1.68924,0.97835,1.21768,0.000599037,0.000599037,0.000599037
90,7305.37,1.41381,0.77332,1.05062,0.71736,0.66708,0.70431,0.43331,1.68903,1.02383,1.20811,0.000589605,0.000589605,0.000589605
91,7385.3,1.44188,0.78013,1.05089,0.74569,0.63504,0.71388,0.44627,1.66595,0.97645,1.19884,0.000580174,0.000580174,0.000580174
92,7466.91,1.40638,0.75038,1.05064,0.66693,0.68187,0.71172,0.44597,1.66962,1.01138,1.19891,0.000570743,0.000570743,0.000570743
93,7546.54,1.40238,0.76458,1.04583,0.69906,0.67441,0.72197,0.44754,1.68155,1.00111,1.20024,0.000561311,0.000561311,0.000561311
94,7626.15,1.41216,0.74866,1.04883,0.70867,0.66395,0.71833,0.44908,1.66858,1.02369,1.20735,0.00055188,0.00055188,0.00055188
95,7705.79,1.40138,0.75969,1.04192,0.75333,0.59528,0.70673,0.42986,1.68188,0.98516,1.20888,0.000542448,0.000542448,0.000542448
96,7786.06,1.38031,0.7473,1.02944,0.68602,0.64908,0.70109,0.42577,1.67221,1.04466,1.21868,0.000533017,0.000533017,0.000533017
97,7866.02,1.40538,0.75663,1.04353,0.71166,0.6819,0.72828,0.446,1.6806,0.99795,1.22131,0.000523586,0.000523586,0.000523586
98,7945.36,1.37709,0.72947,1.03546,0.67767,0.72358,0.72626,0.45423,1.66538,0.98582,1.20395,0.000514154,0.000514154,0.000514154
99,8026.1,1.39457,0.74785,1.03627,0.65283,0.7208,0.71986,0.45014,1.65513,0.99369,1.20542,0.000504723,0.000504723,0.000504723
100,8105.98,1.37329,0.73196,1.03728,0.67885,0.70361,0.72659,0.45362,1.65351,0.98144,1.20778,0.000495291,0.000495291,0.000495291
101,8185.31,1.38451,0.75648,1.0455,0.7523,0.64303,0.71454,0.44411,1.66271,0.99943,1.20298,0.00048586,0.00048586,0.00048586
102,8264.8,1.39664,0.72992,1.03514,0.72959,0.67215,0.73493,0.45749,1.67398,0.98341,1.21978,0.000476429,0.000476429,0.000476429
103,8344.22,1.3814,0.73331,1.04217,0.66484,0.68769,0.68725,0.42162,1.71441,1.03112,1.20639,0.000466997,0.000466997,0.000466997
104,8423.61,1.34741,0.87912,1.01869,0.65485,0.70513,0.71629,0.45266,1.67313,0.99476,1.19021,0.000457566,0.000457566,0.000457566
105,8502.52,1.37421,0.75425,1.03413,0.71217,0.64395,0.69389,0.43134,1.68393,1.03707,1.22004,0.000448134,0.000448134,0.000448134
106,8581.57,1.35347,0.71113,1.02956,0.67065,0.737,0.71891,0.44785,1.67084,0.99061,1.21279,0.000438703,0.000438703,0.000438703
107,8664.59,1.36232,0.72515,1.03704,0.658,0.70705,0.69702,0.42678,1.6632,1.0055,1.20322,0.000429272,0.000429272,0.000429272
108,8744.31,1.35591,0.71339,1.03143,0.7394,0.67986,0.73899,0.45804,1.66742,0.99006,1.2226,0.00041984,0.00041984,0.00041984
109,8823.61,1.31461,0.71518,1.01263,0.72437,0.65182,0.71329,0.4446,1.67816,1.01293,1.21434,0.000410409,0.000410409,0.000410409
110,8902.99,1.34721,0.69893,1.03171,0.70758,0.69327,0.7299,0.45585,1.67511,0.97407,1.21321,0.000400977,0.000400977,0.000400977
111,8984.38,1.34353,0.70013,1.02875,0.72933,0.66418,0.71976,0.44411,1.67152,0.97931,1.21011,0.000391546,0.000391546,0.000391546
112,9064.07,1.33818,0.69096,1.02429,0.73718,0.64286,0.71613,0.43929,1.68001,0.99851,1.22144,0.000382115,0.000382115,0.000382115
113,9144.05,1.3507,0.69087,1.02247,0.66239,0.69636,0.71688,0.44855,1.67449,0.99366,1.21398,0.000372683,0.000372683,0.000372683
114,9223.27,1.34705,0.70196,1.02835,0.71222,0.67308,0.72054,0.44683,1.66555,1.00353,1.20332,0.000363252,0.000363252,0.000363252
115,9302.63,1.33164,0.69124,1.02186,0.73714,0.64209,0.7071,0.43261,1.66507,1.00914,1.20649,0.00035382,0.00035382,0.00035382
116,9385.44,1.33982,0.6788,1.01904,0.69894,0.62929,0.69472,0.43359,1.64864,1.0039,1.20846,0.000344389,0.000344389,0.000344389
117,9465.09,1.32015,0.66897,1.01768,0.6732,0.67476,0.70138,0.44113,1.65058,1.00093,1.20115,0.000334958,0.000334958,0.000334958
118,9544.16,1.31813,0.67449,1.01825,0.62689,0.69055,0.69876,0.43601,1.66588,1.01769,1.21475,0.000325526,0.000325526,0.000325526
119,9623.64,1.31874,0.68426,1.0188,0.72157,0.6632,0.70381,0.43262,1.66157,1.03367,1.21139,0.000316095,0.000316095,0.000316095
120,9703.11,1.31914,0.66365,1.01926,0.71467,0.68987,0.72343,0.45035,1.66036,0.98842,1.2169,0.000306663,0.000306663,0.000306663
121,9781.66,1.30793,0.67845,1.01412,0.67974,0.70901,0.71439,0.44304,1.66895,1.01396,1.21253,0.000297232,0.000297232,0.000297232
122,9861.88,1.32836,0.66169,1.02324,0.69808,0.66506,0.70436,0.43843,1.65129,0.9964,1.2076,0.000287801,0.000287801,0.000287801
123,9942.34,1.30195,0.65411,1.01185,0.71913,0.64627,0.70649,0.44239,1.64907,0.99992,1.20616,0.000278369,0.000278369,0.000278369
124,10021.6,1.3336,0.66487,1.02622,0.6765,0.68549,0.70413,0.44122,1.66568,1.0067,1.20949,0.000268938,0.000268938,0.000268938
125,10101.5,1.30475,0.66719,1.00873,0.68852,0.66963,0.69596,0.43622,1.66421,1.0218,1.21312,0.000259506,0.000259506,0.000259506
126,10181,1.3194,0.67139,1.01574,0.68204,0.71203,0.71875,0.44759,1.67432,1.01411,1.21379,0.000250075,0.000250075,0.000250075
127,10260,1.30137,0.64911,1.01091,0.72334,0.65275,0.72746,0.45254,1.67292,0.97713,1.21199,0.000240644,0.000240644,0.000240644
128,10340.3,1.31047,0.6488,1.0139,0.72506,0.66277,0.73503,0.45515,1.67594,0.97307,1.216,0.000231212,0.000231212,0.000231212
129,10419.6,1.27303,0.66609,1.00882,0.67472,0.73469,0.73758,0.4556,1.66797,0.98627,1.21597,0.000221781,0.000221781,0.000221781
130,10500.2,1.28735,0.65367,1.00792,0.68108,0.74625,0.72747,0.45081,1.66319,0.98824,1.20966,0.000212349,0.000212349,0.000212349
131,10580.2,1.26592,0.64562,1.00621,0.68304,0.73016,0.72881,0.4524,1.66699,0.99002,1.2028,0.000202918,0.000202918,0.000202918
132,10660.2,1.28053,0.64376,1.01121,0.67357,0.73474,0.71946,0.45269,1.65519,1.00633,1.20894,0.000193487,0.000193487,0.000193487
133,10739.7,1.29117,0.66224,1.01252,0.66737,0.72191,0.73033,0.45542,1.66057,1.00027,1.20836,0.000184055,0.000184055,0.000184055
134,10819.8,1.28206,0.64715,1.00486,0.63542,0.73167,0.72727,0.4512,1.6776,1.00834,1.2072,0.000174624,0.000174624,0.000174624
135,10900,1.27458,0.65735,1.0089,0.71758,0.66592,0.7203,0.45032,1.66814,0.99174,1.21224,0.000165192,0.000165192,0.000165192
136,10980,1.26796,0.63514,0.99755,0.70434,0.69339,0.71938,0.44794,1.66686,0.99166,1.21357,0.000155761,0.000155761,0.000155761
137,11062.2,1.27139,0.63816,1.00685,0.70845,0.70408,0.72562,0.45503,1.67675,0.98744,1.20973,0.00014633,0.00014633,0.00014633
138,11141.1,1.28459,0.63825,1.01097,0.70288,0.68805,0.71544,0.44582,1.67255,0.99837,1.22489,0.000136898,0.000136898,0.000136898
139,11220,1.23391,0.62762,0.99761,0.73918,0.62226,0.69706,0.43192,1.66533,1.00761,1.21004,0.000127467,0.000127467,0.000127467
140,11300.5,1.25096,0.62416,0.99368,0.73024,0.64904,0.7156,0.44585,1.66465,0.99411,1.20804,0.000118035,0.000118035,0.000118035
141,11377.9,1.24631,0.61401,1.00389,0.64582,0.72298,0.71645,0.44214,1.66938,0.99913,1.218,0.000108604,0.000108604,0.000108604
142,11455.2,1.24159,0.59673,0.99972,0.72086,0.63187,0.71268,0.44002,1.66148,0.99537,1.21282,9.91726e-05,9.91726e-05,9.91726e-05
143,11561.9,1.2393,0.62104,1.00189,0.70589,0.65713,0.71547,0.44534,1.66089,0.99698,1.21201,8.97412e-05,8.97412e-05,8.97412e-05
144,11669.3,1.23234,0.61165,0.99674,0.71579,0.6367,0.71021,0.44258,1.65359,1.00375,1.21274,8.03098e-05,8.03098e-05,8.03098e-05
145,11779.5,1.22627,0.60307,0.99762,0.67154,0.70119,0.71457,0.44668,1.66731,1.00433,1.20862,7.08784e-05,7.08784e-05,7.08784e-05
146,11881.9,1.21091,0.58347,0.99438,0.70805,0.67077,0.71177,0.4421,1.65537,1.00068,1.20806,6.1447e-05,6.1447e-05,6.1447e-05
147,11980.5,1.23313,0.60196,1.00351,0.72178,0.65797,0.70229,0.43875,1.64799,1.00325,1.20343,5.20156e-05,5.20156e-05,5.20156e-05
148,12079,1.21441,0.57638,0.9946,0.73626,0.65127,0.70957,0.44245,1.65261,0.99972,1.20692,4.25842e-05,4.25842e-05,4.25842e-05
149,12177.6,1.22719,0.59885,1.00528,0.68425,0.66773,0.71254,0.44453,1.65806,0.99505,1.21061,3.31528e-05,3.31528e-05,3.31528e-05
150,12275.8,1.22325,0.58734,0.98763,0.68491,0.68063,0.71293,0.44547,1.65858,0.99572,1.20834,2.37214e-05,2.37214e-05,2.37214e-05
